str_no_string|NO STRING! 
str_retirement_text_7|作 为 一 个 有 封 地 的 贵 族 ， 尽 管 地 位 不 高 ， 你 的 未 来 却 无 忧 无 虑 。 你 迁 入 了 你 的 领 地 {s7}安 居， 管 理 村 庄 田 野 、 裁 决 地 方 纠 纷 、 履 行 对 封 主 的 义 务 。 封 主 偶 尔 召 你 征 战 ， 但 时 日 短 暂 ， 而 你 再 也 没 有 真 正 回 到 你 年 轻 时 候 的 冒 险 经 历 。 你 已 经 置 下 大 笔 财 富 。 你 已 积 累 了 财 富 ， 有 自 己 的 堡 垒 和 领 地 ， 个 人 资 产 与 土 地 收 益 足 以 满 足 所 有 需 求 ， 你 不 再 奢 求 什 么 了 。 
str_retirement_text_8|无 疑 ， 你 已 功 成 名 就 。 你 广 阔 的 领 地 和 积 累 的 财 富 足 够 保 证 你 在 余 下 的 日 子 里 过 着 富 足 而 省 心 的 生 活 。 退 隐 至 {s8}的 贵 族 领 地 后 ， 你 从 冒 险 转 向 政 治 ， 很 快 你 就 在 你 君 主 的 王 国 里 面 建 立 了 自 己 相 当 可 观 的 权 威 。 随 着 自 己 的 兴 趣 爱 好 忙 碌 ， 在 自 己 的 林 地 里 打 猎 ， 在 领 主 大 厅 里 大 摆 宴 席 ， 以 及 吹 嘘 着 上 百 个 耐 听 的 战 争 事 迹 ， 你 无 忧 无 虑 地 让 剩 余 的 每 一 年 都 过 的 有 滋 有 味 。 
str_retirement_text_9|因 你 能 干 忠 诚 ， 封 主 赐 予 你 世 袭 爵 位 ， 晋 身 王 国 显 贵 。 不 久 ， 你 完 成 封 爵 仪 式 ， 成 为 {s7}的 伯 爵 ， 并 成 为 封 主 的 亲 信 顾 问 和 助 手 。 名 望 为 你 带 来 隐 形 的 影 响 力 和 显 赫 的 政 治 地 位 。 现 在 ， 你 纵 横 权 力 游 戏 ， 管 理 广 袤 封 地 ， 闲 时 回 忆 当 年 的 冒 险 与 荣 光 。 
str_retirement_text_10|虽 然 起 点 低 微 ， 但 封 主 对 你 青 睐 有 加 。 当 他 封 你 为 {s9}的 {伯 爵 / 伯 爵 夫 人}时 ， 全 王 国 引 起 了 轩 然 大 波 。 现 在 ， 广 袤 的 封 地 和 财 富 由 你 统 治 。 你 迅 速 成 为 封 主 最 信 任 的 顾 问 ， 几 乎 和 他 平 起 平 坐 地 承 担 王 国 大 部 分 治 理 之 责 。 你 高 坐 自 己 华 丽 的 宫 殿 宝 座 ， 成 为 卡 拉 迪 亚 最 强 大 的 人 物 之 一 。 
str_loot_village|袭 击 无 辜 的 村 民 
str_steal_from_villagers|偷 窃 贫 苦 村 民 的 财 物 
str_rob_caravan|抢 夺 商 队 
str_sell_slavery|买 卖 人 口 
str_men_hungry|部 队 缺 少 食 物 
str_men_unpaid|无 力 支 付 部 下 薪 饷 
str_excessive_casualties|让 每 场 战 斗 在 我 方 来 说 只 是 用 敌 人 鲜 血 洗 澡 
str_surrender|投 降 
str_flee_battle|逃 跑 
str_pay_bandits|缴 过 路 费 
str_fail_quest|一 个 以 荣 誉 担 保 的 任 务 失 败 了 
str_squander_money|挥 霍 他 人 信 托 的 财 物 
str_murder_merchant|我 们 将 自 己 陷 于 冷 血 的 谋 杀 
str_round_up_serfs|代 表 贵 族 围 捕 农 隶 
str_battle_fate_1|在 激 战 中 被 冲 散 
str_battle_fate_2|我 受 了 重 伤 ， 躺 着 等 死 
str_battle_fate_3|我 被 击 昏 了 
str_battle_fate_4|我 被 俘 虏 并 悬 出 赎 金 
str_battle_fate_5|我 被 俘 虏 ， 不 久 找 了 个 机 会 逃 跑 了 
str_npc_morale_report|我 {s6}你 选 择 的 同 伴 ， {s7}你 的 领 导 风 格 ， {s8}现 在 总 体 的 情 况 
str_happy|喜 欢 
str_content|满 足 于 
str_concerned|关 心 
str_not_happy|一 点 都 不 喜 欢 
str_miserable|特 别 害 怕 
str_morale_reg1|士 气 ： {reg1}
str_bar_enthusiastic|热 情 
str_bar_content|满 足 
str_bar_weary|厌 倦 
str_bar_disgruntled|不 满 
str_bar_miserable|害 怕 
str_here_plus_space|这 里 
str_npc1_intro|你 好 ， 旅 行 者 。 你 不 会 正 巧 想 要 雇 个 追 踪 者 吧 ？ 
str_npc2_intro|你 好 ， 朋 友 。 能 赏 脸 共 饮 一 杯 吗 ？ 我 手 头 只 剩 5个 第 纳 尔 了 。 实 在 不 想 独 自 喝 闷 酒 。 
str_npc3_intro|愿 你 度 过 美 好 的 一 天 ！ 
str_npc4_intro|幸 会 。 我 乃 罗 尔 夫 之 子 罗 尔 夫 ， 来 自 最 古 老 强 大 的 罗 尔 夫 家 族 。 
str_npc5_intro|旅 人 你 好 ， 可 愿 与 我 共 饮 一 杯 ？ 
str_npc6_intro|我 好 迷 茫 … … 好 迷 茫 … … 
str_npc7_intro|嗯 ， 怎 么 了 ？ 先 说 好 ， 别 靠 太 近 。 
str_npc8_intro|你 想 干 什 么 ？ 
str_npc9_intro|嘿 ， 那 边 的 {帅 哥 /小 姐 }。 劳 驾 再 给 我 来 杯 酒 如 何 。 
str_npc10_intro|嘿 ， 你 好 ， {老 兄 /大 姐 }！ 为 所 有 贵 族 老 爷 小 姐 的 灭 亡 干 杯 ！ 
str_npc11_intro|嘿 ， {老 兄 /大 姐 }。 这 杯 酒 我 请 了 。 
str_npc12_intro|同 道 旅 人 你 好 ， 或 许 你 能 帮 我 个 忙 。 
str_npc13_intro|旅 人 你 好 。 我 是 尼 扎 尔 。 你 肯 定 听 说 过 我 。 
str_npc14_intro|嗯 ？ 有 何 贵 干 ？ 
str_npc15_intro|哦 ！ 朋 友 。 你 近 期 会 出 城 么 ？ 
str_npc16_intro|你 好 。 看 你 这 模 样 ， 十 有 八 九 马 上 就 有 仗 打 。 你 是 否 碰 巧 在 找 帮 手 ？ 
str_npc1_intro_response_1|也 许 吧 。 有 什 么 要 紧 事 ？ 
str_npc2_intro_response_1|只 剩 五 个 第 纳 尔 了 ？ 你 怎 么 了 ？ 
str_npc3_intro_response_1|你 好 ， 像 你 这 般 端 庄 的 姑 娘 ， 怎 会 出 现 在 这 种 酒 肉 之 地 ？ 
str_npc4_intro_response_1|嗯 … 我 从 未 听 说 过 什 么 罗 尔 夫 家 族 。 
str_npc5_intro_response_1|当 然 可 以 。 不 知 我 有 幸 与 何 人 共 饮 ？ 
str_npc6_intro_response_1|朋 友 ， 何 故 如 此 忧 郁 ？ 
str_npc7_intro_response_1|抱 歉 ， 我 只 是 想 说 ， 你 看 起 来 近 来 运 气 不 佳 。 
str_npc8_intro_response_1|若 你 得 空 ， 仅 是 想 同 你 打 个 招 呼 ， 女 士 。 
str_npc9_intro_response_1|你 一 定 是 把 我 认 成 酒 馆 老 板 了 ，先 生 。 
str_npc10_intro_response_1|先 生 何 出 此 言 ？ 
str_npc11_intro_response_1|有 何 特 殊 缘 故 吗 ？ 
str_npc12_intro_response_1|何 出 此 言 ？ 
str_npc13_intro_response_1|嗯 … 好 像 没 听 说 过 。 
str_npc14_intro_response_1|只 是 想 同 旅 人 互 致 问 候 ， 消 磨 时 间 而 已 ， 若 你 允 许 的 话 。 
str_npc15_intro_response_1|我 会 。 请 问 与 你 何 干 ？ 
str_npc16_intro_response_1|有 可 能 。 你 有 何 来 历 ？ 
str_npc1_intro_response_2|请 退 后 ， 先 生 ， 手 离 我 的 钱 包 远 点 。 
str_npc2_intro_response_2|我 有 更 要 紧 的 事 要 做 。 
str_npc3_intro_response_2|小 丫 头 ， 一 边 玩 去 。 我 还 有 大 人 的 事 要 干 。 
str_npc4_intro_response_2|嗯 ？ 谢 谢 ， 我 不 参 与 这 事 儿 。 
str_npc5_intro_response_2|我 没 时 间 浪 费 喝 酒 上 。 
str_npc6_intro_response_2|江 湖 无 疑 如 此 。 那 祝 你 早 日 找 到 正 途 。 
str_npc7_intro_response_2|行 ， 那 我 不 打 扰 了 。 
str_npc8_intro_response_2|既 然 你 明 显 不 愿 恰 谈 ， 那 便 无 事 。 再 见 ！ 
str_npc9_intro_response_2|有 手 你 就 自 己 拿 去 吧 。 
str_npc10_intro_response_2|这 是 叛 国 者 的 言 辞 ， 我 一 句 也 不 想 听 。 再 见 ！ 
str_npc11_intro_response_2|女 士 ， 还 是 不 必 了 。 
str_npc12_intro_response_2|对 不 起 ， 我 还 有 些 要 紧 事 得 先 处 理 。 
str_npc13_intro_response_2|没 听 说 过 ， 而 且 我 也 不 太 想 认 识 你 。 
str_npc14_intro_response_2|没 什 么 事 。 抱 歉 打 扰 。 
str_npc15_intro_response_2|先 生 ， 你 能 不 多 管 闲 事 ， 我 就 谢 天 谢 地 了 。 
str_npc16_intro_response_2|少 管 闲 事 ， 小 姐 。 
str_npc1_backstory_a|好 吧 ， {先 生 /夫 人 }， 说 来 话 长 … 
str_npc2_backstory_a|这 是 个 悲 惨 的 故 事 ， 先 生 。 
str_npc3_backstory_a|问 得 好 ， 我 这 就 讲 给 你 听 啊 ！ 
str_npc4_backstory_a|这 样 啊 ？ 或 许 我 可 以 原 谅 你 的 无 知 … … 我 们 祖 地 很 远 很 远 ， 在 群 山 那 边 。 
str_npc5_backstory_a|我 是 巴 赫 什 图 尔 ， 阿 扎 贝 之 子 ， 巴 德 赞 之 孙 。 若 你 不 是 野 蛮 人 ， 定 能 从 我 的 血 统 看 出 我 是 高 原 上 的 库 吉 特 人 ，来 自 沙 米 尔 部 落 、 杜 兰 姆 氏 族 、 乌 拜 恩 家 族 、 潘 塔 什 的 山 谷 。 你 或 能 猜 到 我 为 何 远 离 家 乡 。 
str_npc6_backstory_a|我 犯 下 了 滔 天 大 罪 。 若 你 愿 听 ， {先 生 /夫 人 }， 我 只 得 厚 颜 请 你 做 我 的 告 解 师 。 
str_npc7_backstory_a|我 的 运 气 么 ？ 你 说 得 对 。 
str_npc8_backstory_a|啊 ， 既 然 你 这 么 想 聊 聊 ， 我 们 就 聊 聊 。 
str_npc9_backstory_a|深 表 歉 意 。 在 这 烟 雾 缭 绕 的 地 方 ， 有 时 确 实 难 辨 人 影 。 我 仍 无 法 相 信 竟 要 在 此 安 家 。 
str_npc10_backstory_a|说 来 话 长 ， 但 你 若 来 杯 酒 ， 我 很 乐 意 讲 给 你 听 。 
str_npc11_backstory_a|哎 ， {小 伙 子 / 姑 娘}， 我 卖 了 马 车 和 锅 碗 瓢 盆 。 一 辈 子 难 得 手 头 有 钱 ， 自 然 要 痛 快 花 一 场 。 
str_npc12_backstory_a|我 会 讲 给 你 听 的 — — 但 这 是 个 充 满 罪 恶 的 故 事 。 先 提 醒 你 ， 若 你 性 子 火 爆 ， 听 到 我 遭 受 的 不 公 对 待 ， 恐 怕 会 怒 火 中 烧 ， 伤 了 自 己 。 
str_npc13_backstory_a|没 听 说 过 ？ 那 或 许 你 听 说 过 我 的 战 马 ， 如 月 光 般 纵 驰 卡 拉 迪 亚 平 原 ？ 还 有 我 的 宝 剑 ， 曾 饮 过 王 国 贵 族 的 鲜 血 ！ 
str_npc14_backstory_a|消 磨 时 间 也 好 ， 我 不 在 意 。 我 名 叫 雷 萨 里 特 。 
str_npc15_backstory_a|我 是 个 工 程 师 ， 精 通 防 御 工 事 。 不 管 你 想 拆 什 么 墙 ， 给 足 时 间 我 都 能 办 到 。 若 需 筑 墙 ， 我 也 能 办 ， 只 是 耗 时 更 长 、 花 费 更 高 。 这 些 钱 是 不 能 省 的 ， 否 则 一 造 好 就 会 垮 掉 — — 就 像 最 近 这 儿 的 某 人 亲 身 经 历 的 那 样 。 
str_npc16_backstory_a|好 吧 {先 生 /夫 人 }， 自 我 有 记 忆 以 来 ， 便 对 美 丽 物 件 无 法 抵 抗 ， 你 看 ， 这 给 我 招 来 了 麻 烦 … … 
str_npc1_backstory_b|我 只 是 对 拴 在 {s20}{s19}酒 馆 外 面 的 一 匹 马 产 生 了 一 点 误 会 。 它 跟 几 天 前 把 我 甩 下 逃 跑 的 那 匹 马 一 模 一 样 。 不 知 不 觉 地 我 就 去 解 了 马 缰 想 仔 细 看 看 。 结 果 这 马 是 个 商 人 的 ， 那 个 尖 嘴 猴 腮 山 羊 脸 的 老 头 完 全 不 接 受 我 的 解 释 ， 立 刻 把 卫 兵 找 过 来 了 … … 
str_npc2_backstory_b|不 久 前 ， 我 从 杰 罗 亚 随 商 队 出 发 ， 想 在 萨 哥 斯 卖 货 大 赚 一 笔 。 谁 会 想 到 我 们 被 一 伙 库 吉 特 杂 种 埋 伏 了 ， 大 部 分 马 匹 和 货 物 被 抢 了 。 更 遭 的 是 ， 两 天 后 ， 商 队 护 卫 竟 然 卷 着 剩 下 的 货 物 逃 跑 了 。 
str_npc3_backstory_b|我 父 亲 是 {s20}{s19}的 著 名 商 人 ， 他 让 我 嫁 给 他 的 一 个 商 业 伙 伴 — — 一 个 三 十 多 岁 的 男 人 。 我 一 生 孝 顺 ， 但 这 提 议 实 在 荒 唐 可 憎 。 于 是 我 逃 走 了 ！ 
str_npc4_backstory_b|如 我 家 族 中 所 有 男 儿 一 般 ， 我 来 到 异 乡 ， 希 望 在 从 武 之 路 上 闯 出 名 声 ， 然 后 归 家 接 管 家 族 地 产 。 可 惜 这 里 的 官 员 并 不 尚 武 ， 竟 然 称 我 为 盗 匪 ， 还 悬 赏 我 的 脑 袋 — — 对 一 位 绅 士 冒 险 者 来 说 ， 这 简 直 是 莫 须 有 的 诬 蔑 ， 你 肯 定 也 这 么 认 为 。 
str_npc5_backstory_b|自 古 以 来 ， 我 们 部 落 与 胡 姆 扬 部 落 仇 怨 不 断 ， 他 们 很 多 人 居 住 在 邻 近 谷 地 。 这 场 仇 杀 夺 去 了 两 方 无 数 男 儿 的 生 命 ， 其 中 包 括 我 的 两 个 兄 弟 。 汗 王 为 了 卡 拉 迪 亚 战 事 节 约 人 力 ， 亲 自 下 令 我 们 停 战 。 但 我 知 道 自 己 的 要 求 ， 兄 弟 的 血 债 必 须 偿 还 。 我 在 山 间 小 道 伏 击 并 杀 死 了 一 名 胡 姆 扬 人 ， 当 晚 便 骑 马 离 村 ， 甚 至 没 来 得 及 向 父 亲 告 别 。 我 会 在 卡 拉 迪 亚 暂 避 一 两 年 ， 等 可 汗 的 人 忘 记 这 事 再 回 家 。 胡 姆 扬 人 当 然 不 会 忘 ， 但 这 就 是 荣 誉 的 代 价 。 
str_npc6_backstory_b|我 曾 是 {s20}{s19}的 领 主 的 骑 兵 队 长 ， 我 的 兄 弟 也 和 我 一 起 服 役 。 但 是 我 们 都 爱 上 了 同 一 个 女 人 — — 一 个 四 处 勾 引 男 人 的 荡 妇 ！ 她 玩 弄 着 我 们 之 间 的 嫉 妒 ！ 我 的 兄 弟 和 我 反 目 。 我 当 时 喝 得 太 醉 ， 他 用 手 套 扇 我 ， 我 竟 用 剑 刺 穿 了 他 … … 那 是 我 的 亲 兄 弟 啊 ！ 我 的 剑 臂 竟 沾 上 了 亲 人 的 血 ！ 
str_npc7_backstory_b|我 真 倒 霉 ！ 养 我 的 是 个 软 弱 的 父 亲 ， 他 把 我 嫁 给 了 一 个 动 不 动 就 打 我 的 嗜 酒 懒 汉 。 当 我 好 不 容 易 逃 离 丈 夫 后 ， 又 遭 盗 匪 掳 掠 ， 这 是 倒 了 两 次 霉 ！ 结 果 ， 盗 匪 中 唯 一 对 我 好 的 人 ， 教 我 狩 猎 和 战 斗 ， 却 引 来 其 他 人 嫉 妒 ， 他 们 杀 了 他 ， 逼 我 又 一 次 逃 亡 。 
str_npc8_backstory_b|我 来 自 北 境 古 老 家 族 ， 是 长 老 之 女 ， 也 是 乡 绅 之 妻 。 无 论 战 时 或 平 时 ， 我 都 与 丈 夫 在 出 生 入 死 、 并 肩 作 战 。 但 后 来 他 死 于 瘟 疫 ， 我 们 膝 下 无 子 。 丈 夫 的 遗 嘱 让 我 继 承 土 地 ， 可 我 的 叔 夫 （ 愿 他 下 地 狱 ） 声 称 女 人 继 承 长 老 之 位 有 违 习 俗 。 这 简 直 胡 说 ， 但 他 用 金 钱 收 买 了 丈 夫 的 叛 徒 仆 人 ， 强 占 了 我 的 大 厅 。 我 无 奈 逃 走 — — 从 小 到 大 我 从 未 想 过 逃 跑 ， 也 希 望 永 远 不 必 再 这 样 做 。 
str_npc9_backstory_b|我 是 父 亲 的 长 子 ， 也 是 他 的 合 法 继 承 者 。 母 亲 去 世 后 ， 父 亲 再 婚 。 继 母 想 让 她 的 儿 子 继 承 家 业 。 她 不 敢 明 目 张 胆 对 付 我 ， 但 近 日 我 把 留 给 我 的 一 锅 油 脂 喂 了 猎 犬 ， 它 竟 暴 毙 。 我 指 控 继 母 ， 可 父 亲 被 她 的 妖 术 迷 惑 ， 不 信 我 所 言 ， 竟 命 我 滚 出 他 的 眼 前 。 
str_npc10_backstory_b|我 曾 是 {s20}{s19}驻 军 的 中 士 。 我 为 那 座 城 站 了 二 十 年 的 岗 ， 经 历 无 数 恶 战 ，直 到 上 面 派 来 一 个 拖 着 鼻 涕 的 ， 嘴 上 没 毛 的 年 轻 王 子 ， 刚 刚 离 开 他 娘 的 摇 篮 ， 就 做 了 守 军 指 挥 官 。 一 次 我 在 塔 顶 站 岗 ， 因 雨 天 我 怕 弦 松 了 ， 就 未 给 弩 上 弦 ，那 小 王 子 竟 说 我 失 职 ， 要 用 马 鞭 抽 我 。 我 一 气 之 下 ， 甩 下 职 守 走 了 。 
str_npc11_backstory_b|三 十 年 来 ， 我 跟 随 王 国 军 队 ， 卖 食 物 酒 水 ， 看 他 们 赌 博 ， 帮 他 们 找 女 人 ， 最 后 兜 里 连 一 个 第 纳 尔 都 没 剩 。 
str_npc12_backstory_b|我 本 该 苦 心 钻 研 自 然 哲 学 ， 却 因 大 学 里 那 些 书 呆 子 医 生 的 嫉 妒 ， 沦 为 了 赤 脚 医 生 。有 一 次 一 个 商 人 雇 我 治 疗 从 阳 台 跌 落 昏 迷 的 儿 子 ， 我 做 完 环 钻 手 术 成 功 减 轻 了 脑 肿 胀 ， 可 他 家 人 忽 略 了 我 用 柳 皮 酊 治 疗 发 烧 的 建 议 ， 孩 子 就 死 了 ！ 他 爸 不 但 没 感 谢 我 ， 反 而 还 控 告 我 施 了 什 么 妖 术 咒 死 了 孩 子 — — 我 ， 一 个 他 妈 的 自 然 哲 学 家 ，施 法 术 ！ 人 就 是 能 这 么 蠢 — — 既 无 知 、 又 忘 恩 。 
str_npc13_backstory_b|我 是 一 名 职 业 战 士 。 但 或 许 你 也 听 说 过 我 作 诗 的 才 华 ， 能 让 冷 若 冰 霜 的 少 女 心 醉 。 还 有 我 在 床 笫 之 间 的 本 领 ， 这 一 点 我 得 承 认 我 确 实 略 有 造 诣 。 我 对 卡 拉 迪 亚 怀 有 着 朴 素 的 热 爱 ， 近 几 年 游 历 各 地 城 镇 、 堡 垒 、 村 庄 ， 尽 情 展 示 着 我 的 才 华 。 
str_npc14_backstory_b|我 是 杰 罗 亚 伯 爵 的 次 子 ， 你 肯 定 听 说 过 我 父 亲 。 因 为 没 有 任 何 继 承 权 ， 我 来 卡 拉 迪 亚 闯 荡 ， 教 人 战 斗 技 艺 。 不 幸 的 是 ， {s20}的 领 主 不 懂 纪 律 训 练 ， 不 知 道 怎 么 把 乌 合 之 众 变 成 士 兵 。 我 说 现 在 鞭 打 是 为 了 以 后 少 埋 人 ， 他 不 听 ， 我 只 好 另 寻 明 主 。 
str_npc15_backstory_b|{s20}{s19}的 堡 主 想 在 城 墙 上 加 建 塔 楼 ， 可 建 到 一 半 他 就 没 钱 了 ， 支 撑 结 构 没 完 成 。 我 预 先 告 知 他 塔 楼 会 倒 ， 结 果 真 倒 了 ！ 而 他 当 时 正 好 站 在 塔 上 面 。 新 堡 主 不 愿 承 担 前 任 债 务 ， 还 暗 示 我 再 追 讨 就 告 我 谋 杀 。 
str_npc16_backstory_b|我 是 一 个 在 马 勒 尤 格 堡 长 大 的 奴 仆 ， 和 母 亲 在 厨 房 打 杂 。 我 常 在 食 品 间 捕 鼠 取 乐 ， 技 艺 高 超 到 让 堡 里 的 猫 都 失 业 了 。 最 终 领 主 发 现 我 能 追 踪 更 大 的 “ 猎 物 ” ， 去 办 一 些 不 便 明 说 的 差 事 。 不 用 说 ， 我 也 抓 住 机 会 顺 走 领 主 敌 人 的 首 饰 ， 攒 钱 赎 身 成 了 自 由 人 。 我 的 最 后 一 份 工 作 是 在 {s20}{s19}做 的 。 
str_npc1_backstory_c|但 如 果 我 加 入 一 个 大 部 队 ， 有 人 为 我 作 证 ， 他 们 或 许 会 放 过 我 。 若 你 能 帮 我 ， 我 必 当 感 激 不 尽 。 
str_npc2_backstory_c|所 以 我 现 在 流 落 此 地 ， 身 无 分 文 ， 回 家 无 望 。 
str_npc3_backstory_c|我 想 嫁 谁 就 嫁 谁 ， 想 什 么 时 候 嫁 就 什 么 时 候 嫁 。 而 且 ， 不 管 父 亲 怎 么 想 ， 我 完 全 能 照 顾 好 自 己 。 我 正 想 着 ， 或 许 该 加 入 吉 普 赛 团 伙 ， 或 者 当 一 名 雇 佣 兵 ！ 
str_npc4_backstory_c|但 我 实 在 怕 再 惹 麻 烦 ， 若 你 知 道 哪 里 有 部 队 供 我 投 奔 ， 我 会 非 常 感 谢 。 
str_npc5_backstory_c|这 期 间 ， 任 何 能 让 我 用 剑 谋 生 的 机 会 ， 我 都 求 之 不 得 。 
str_npc6_backstory_c|你 觉 得 我 这 样 的 人 还 有 救 吗 ？ 能 走 上 正 途 ， 还 是 注 定 被 内 心 的 恶 魔 拖 向 深 渊 ？ 
str_npc7_backstory_c|但 我 不 觉 得 自 己 不 幸 ， 陌 生 人 ， 和 卡 拉 迪 亚 其 他 女 人 比 起 来 没 两 样 — — 这 片 腐 臭 的 穷 乡 僻 壤 ， 各 国 中 的 粪 堆 ， 到 处 是 猿 猴 和 豺 狼 。 
str_npc8_backstory_c|等 我 攒 够 金 钱 招 募 军 队 ， 就 回 去 夺 回 属 于 我 的 一 切 。 
str_npc9_backstory_c|我 希 望 为 有 价 值 的 统 帅 效 力 ， 除 了 拥 有 土 地 ， 这 对 我 出 身 的 人 来 说 是 唯 一 体 面 的 职 业 。 但 目 前 只 能 与 盗 贼 、 流 浪 汉 、 商 人 和 路 上 的 三 教 九 流 为 伍 。 
str_npc10_backstory_c|现 在 我 只 想 在 这 里 喝 个 烂 醉 ， 管 他 妈 的 明 天 会 怎 样 。 
str_npc11_backstory_c|给 军 队 供 军 需 根 本 不 算 生 活 。 靠 士 兵 的 花 钱 赚 点 薄 利 ， 一 场 败 仗 就 得 重 头 再 来 ， 借 债 买 新 马 车 和 牛 。 我 很 想 退 出 这 行 ， 可 我 只 懂 军 旅 生 活 。 
